id,text,labels_set,tokenized_text
10610,"Конституциялык мөөнөтү бүткөндүктөн жалпы элдин кызыкчылыгын менен байланышкан чечимдерди кабыл алууга Жогорку Кеңештин азыркы курамынын моралдык, укуктук да негизи жок. Бул тууралуу Жогорку Кеңешинин депутаты Канатбек Исаев 24.kg агенттигине билдирди.
Анын айтымында, конституциялык референдум демилгеси менен бийлик жана мыйзам долбооруна кол коюп беришкен депутаттар өлкөнү кайрадан укуктук башаламандыкка, зомбулукка түртүп жатышат.
Бизге кокон хандыгынын тартиптерин орнотууга багытталган бакиевдин конституциясын кайра эле алып келип жатышат.
«Мындай шашылуунун кимге кереги бар? Бул элди өткөн кылымга, кулчулук доорго кайтарып алып баруунун тактикасы. Учурунда Атамбаевдин тобу эч нерсени көзгө илбей, мыйзамсыз түрдө Конситуцияны өзгөртүүгө киришип калганда, мен мындай өзүм билемдикке каршы чыккам, парламентте ачык айткам жана ошол саясий кадамдарым үчүн кысымга туш болгом. Бул окуя элдин эсинен кете элек. Азыр дагы өзүм билемдикке, мыйзамсыз иштерге каршымын. Туура, азыркы конституциянын мүчүлүш жерлери бар, менде деле суроолор көп, бирок алар конституциялык төңкөрүшкө негиз эмес», — дейт ал.
Канат Исаев, мамлекет деген кимдир бирөөнүн жеке менчиги эместигин белгилейт. «Бул чындыкты ким унутуп калса, эл ага тез эле эскертип койот», -деп эскертет Канат Исаев.
Анын айтымында, учурдагы Конституция реформага муктажы. Бирок, аны терең ойлонулган, негиздүү болуусу шарт, мыйзамдуу процедуралар менен регламенттер толук сакталып, өнүгүүгө, прогресске кызмат кылышы керек.
«Өлкөдө саясий, коомдук, экономикалык абал уламдан улам чыңалууда. Коронавирус пандемиясы күч алып, терең кризиске учурадык. Бюджет абдан тартыш, биринчи кезектеги төлөмдөргө каражат жетишпей жатат. Ал эми биз — депутаттар, ушундай оор мезгилде саясий оюндар менен алек болуп жатабыз! Бул иш аракеттердин баары иш жүзүндө мыйзамсыз», — дейт Канат Исаев.
Эл шайлоонун жыйынтыгына нараазы деген шылтоо кылып бийликти кылмыштуу жол менен басып алынгандыгын мойнубузга алалы. Ал кезде ар бир депутатка кысым болгон, азыр деле ал уланууда.
«Бул жөнүндө ачык айтпасак, кеч боло электе токтотпосок, дагы бир жолу тузакка түшүп, кан төгүлүүнүн астында турабыз. Туруктуулук негизги көйгөйүбүз болуп турганда кээ бир саясий күчтөр эйфорияга кирип, мамлекеттин жана элдин кызыкчылыгына каршы келген конституцияны өткөрүп алууга аракет кылып жатышат», — дейт ал.
Бүгүнкү күндө Кыргызстан ойлонбогон кадамдарга бара турган абалда эместигин унутпоо керек. Анын үстүнө жаңы бийликти эл аралык деңгелде эч ким тааный элек жана кабыл алган жок.
Канат Исаев депутаттарды бул демилгеден баш тартууга чакырат.
«Болбосо ал чыккынчылык катары кабыл алынат жана ошол себептен парламент таркатылышы керек!  Биздин чакырылыш коомчулуктун шылдыңына айланганы аз келгенсип, эми биз элибиздин жек көрүндүсү болуп калабыз», — деп кайрылат депутат.",politics,"Конституциялык мөөнөтү бүткөндүктөн жалпы элдин кызыкчылыгын менен байланышкан чечимдерди кабыл алууга Жогорку Кеңештин азыркы курамынын моралдык , укуктук да негизи жок . Бул тууралуу Жогорку Кеңешинин депутаты Канатбек Исаев 24 . kg агенттигине билдирди . Анын айтымында , конституциялык референдум демилгеси менен бийлик жана мыйзам долбооруна кол коюп беришкен депутаттар өлкөнү кайрадан укуктук башаламандыкка , зомбулукка түртүп жатышат . Бизге кокон хандыгынын тартиптерин орнотууга багытталган бакиевдин конституциясын кайра эле алып келип жатышат . « Мындай шашылуунун кимге кереги бар \? Бул элди өткөн кылымга , кулчулук доорго кайтарып алып баруунун тактикасы . Учурунда Атамбаевдин тобу эч нерсени көзгө илбей , мыйзамсыз түрдө Конситуцияны өзгөртүүгө киришип калганда , мен мындай өзүм билемдикке каршы чыккам , парламентте ачык айткам жана ошол саясий кадамдарым үчүн кысымга туш болгом . Бул окуя элдин эсинен кете элек . Азыр дагы өзүм билемдикке , мыйзамсыз иштерге каршымын . Туура , азыркы конституциянын мүчүлүш жерлери бар , менде деле суроолор көп , бирок алар конституциялык төңкөрүшкө негиз эмес » , — дейт ал . Канат Исаев , мамлекет деген кимдир бирөөнүн жеке менчиги эместигин белгилейт . « Бул чындыкты ким унутуп калса , эл ага тез эле эскертип койот » , - деп эскертет Канат Исаев . Анын айтымында , учурдагы Конституция реформага муктажы . Бирок , аны терең ойлонулган , негиздүү болуусу шарт , мыйзамдуу процедуралар менен регламенттер толук сакталып , өнүгүүгө , прогресске кызмат кылышы керек . « Өлкөдө саясий , коомдук , экономикалык абал уламдан улам чыңалууда . Коронавирус пандемиясы күч алып , терең кризиске учурадык . Бюджет абдан тартыш , биринчи кезектеги төлөмдөргө каражат жетишпей жатат . Ал эми биз — депутаттар , ушундай оор мезгилде саясий оюндар менен алек болуп жатабыз ! Бул иш аракеттердин баары иш жүзүндө мыйзамсыз » , — дейт Канат Исаев . Эл шайлоонун жыйынтыгына нараазы деген шылтоо кылып бийликти кылмыштуу жол менен басып алынгандыгын мойнубузга алалы . Ал кезде ар бир депутатка кысым болгон , азыр деле ал уланууда . « Бул жөнүндө ачык айтпасак , кеч боло электе токтотпосок , дагы бир жолу тузакка түшүп , кан төгүлүүнүн астында турабыз . Туруктуулук негизги көйгөйүбүз болуп турганда кээ бир саясий күчтөр эйфорияга кирип , мамлекеттин жана элдин кызыкчылыгына каршы келген конституцияны өткөрүп алууга аракет кылып жатышат » , — дейт ал . Бүгүнкү күндө Кыргызстан ойлонбогон кадамдарга бара турган абалда эместигин унутпоо керек . Анын үстүнө жаңы бийликти эл аралык деңгелде эч ким тааный элек жана кабыл алган жок . Канат Исаев депутаттарды бул демилгеден баш тартууга чакырат . « Болбосо ал чыккынчылык катары кабыл алынат жана ошол себептен парламент таркатылышы керек ! Биздин чакырылыш коомчулуктун шылдыңына айланганы аз келгенсип , эми биз элибиздин жек көрүндүсү болуп калабыз » , — деп кайрылат депутат ."
6771,"Свердлов райондук сотунда Бишкек ЖЭБди модернизациялоо тууралуу кылмыш иши каралып жатат. Процесс судья Инара Гилязетдинованын төрагалыгы алдында өтүүдө.
Тектеш
 Жактоочу: Исаков менен Артыкбаев экөөнүн сүйлөшкөнү тууралуу далил жок
 
Бүгүн Улуттук энергохолдингдин мурунку жетекчиси Айбек Калиевди угушат.
Айбек Калиевдин айтымында, айыпталуучулардын баары укук коргоо органдарынын мыйзамсыз туткундарына айланды. Ал таарынган бир кишинин сөзүнө гана таянып айып коюлууда деп эсептейт.
Айыпталуучунун билдиргени боюнча, ЖЭБди 240-260 миллион долларга оңдошсо да болмок.
«Жазыксыздык жоромолу кайда? Биздин конституциялык укугубуз бузулууда. Биз өзүбүздүн күнөөсүз экенибизди тастыктаганга аргасызбыз», — деди Айбек Калиев.
Учурда күбөлөрдү, эксперттерди коркутуу боюнча ири иштер жүрүп жатат, ЖМКда үгүттөө болууда. Соттун өкүмү жок, бирок мамлекеттик каналдар бизди кандай «шыбап» жатканын байкап турабыз.
«Элди жалган жана калп менен азыктандыргыдай, биз фашизм маалында жашабай элебиз го. ЖЭБ боюнча маалыматты бурмалап берип жатышат, алар ишене башташты. Ушундай абалда «эгер күнөөлүү жок болсо, анда аларды дайындашат» деп айтып коюшат», — деди ал.
Эске салсак, прокурор Марат Кулжабаев өз сөзүндө Улуттук энергохолдингдин мурунку башчысы Айбек Калиевди 17 жылга эркинен ажыратып, мүлкүн конфискациялоону суранды. Ошондой эле андан Кыргыз Республикасынын ардак грамотасын жана «Даңк» медалын алып салуу сунушталды.",politics,"Свердлов райондук сотунда Бишкек ЖЭБди модернизациялоо тууралуу кылмыш иши каралып жатат . Процесс судья Инара Гилязетдинованын төрагалыгы алдында өтүүдө . Тектеш Жактоочу : Исаков менен Артыкбаев экөөнүн сүйлөшкөнү тууралуу далил жок Бүгүн Улуттук энергохолдингдин мурунку жетекчиси Айбек Калиевди угушат . Айбек Калиевдин айтымында , айыпталуучулардын баары укук коргоо органдарынын мыйзамсыз туткундарына айланды . Ал таарынган бир кишинин сөзүнө гана таянып айып коюлууда деп эсептейт . Айыпталуучунун билдиргени боюнча , ЖЭБди 240- 260 миллион долларга оңдошсо да болмок . « Жазыксыздык жоромолу кайда \? Биздин конституциялык укугубуз бузулууда . Биз өзүбүздүн күнөөсүз экенибизди тастыктаганга аргасызбыз » , — деди Айбек Калиев . Учурда күбөлөрдү , эксперттерди коркутуу боюнча ири иштер жүрүп жатат , ЖМКда үгүттөө болууда . Соттун өкүмү жок , бирок мамлекеттик каналдар бизди кандай « шыбап » жатканын байкап турабыз . « Элди жалган жана калп менен азыктандыргыдай , биз фашизм маалында жашабай элебиз го . ЖЭБ боюнча маалыматты бурмалап берип жатышат , алар ишене башташты . Ушундай абалда « эгер күнөөлүү жок болсо , анда аларды дайындашат » деп айтып коюшат » , — деди ал . Эске салсак , прокурор Марат Кулжабаев өз сөзүндө Улуттук энергохолдингдин мурунку башчысы Айбек Калиевди 17 жылга эркинен ажыратып , мүлкүн конфискациялоону суранды . Ошондой эле андан Кыргыз Республикасынын ардак грамотасын жана « Даңк » медалын алып салуу сунушталды ."
15955,"Президент Алмазбек Атамбаев Орусиянын премьер-министри Дмитрий Медведев менен жолугушуу учурунда мигранттарга өз өлкөсүнүн айдоочулук күбөлүгү менен иштөөгө тыюу салган чечимин талкуулады. Бул тууралуу Азаттык радиосу кабарлайт.
Маалыматка караганда, Алмазбек Атамбаев, Россиянын өкмөт башчысынан бул маселени чечип берүүнү суранган. Дмитрий Медведев ЕАЭБге кирген өлкөлөрдүн айдоочулук күбөлүгү Орусиянын аймагында жарактуу болушу тууралуу тиешелүү тараптарга тапшырма бергендиги айтылат.
Тектеш
 Тышкы иштер министрлиги Россияны ЕАЭБтин жоболорун сактоого чакырды ","citizens abroad,politics","Президент Алмазбек Атамбаев Орусиянын премьер-министри Дмитрий Медведев менен жолугушуу учурунда мигранттарга өз өлкөсүнүн айдоочулук күбөлүгү менен иштөөгө тыюу салган чечимин талкуулады . Бул тууралуу Азаттык радиосу кабарлайт . Маалыматка караганда , Алмазбек Атамбаев , Россиянын өкмөт башчысынан бул маселени чечип берүүнү суранган . Дмитрий Медведев ЕАЭБге кирген өлкөлөрдүн айдоочулук күбөлүгү Орусиянын аймагында жарактуу болушу тууралуу тиешелүү тараптарга тапшырма бергендиги айтылат . Тектеш Тышкы иштер министрлиги Россияны ЕАЭБтин жоболорун сактоого чакырды"
7957,"Мурдакы президент Алмазбек Атамбаевдин үй-бүлөсү анын ден-соолугуна кабатыр.
Тектеш
 В Бишкеке из СИЗО-1 сбежали следственно-арестованные 
Маалыматты анын жактоочусу Замир Жоошев дагы ырастаган.
«Атамдын кан басымы төмөндөп, 76-60ка жетти. Даарыгерлер так маалыматты жашырууда», — дейт Сеид Атамбаев.
Алмазбек Атамбаев август айынан бери УКМКнын абагында кармалууда. ","health,politics","Мурдакы президент Алмазбек Атамбаевдин үй-бүлөсү анын ден - соолугуна кабатыр . Тектеш В Бишкеке из СИЗО - 1 сбежали следственно - арестованные Маалыматты анын жактоочусу Замир Жоошев дагы ырастаган . « Атамдын кан басымы төмөндөп , 76- 60ка жетти . Даарыгерлер так маалыматты жашырууда » , — дейт Сеид Атамбаев . Алмазбек Атамбаев август айынан бери УКМКнын абагында кармалууда ."
15566,"Бийлик журналист Улукбек Бабакуловдун коопсуздугун камсыз кылыш керек. Бул тууралуу Журналисттерди коргоо комитети(Committee to Protect Journalists) билдирди.
Эскерте кетсек, «Фергана» сайтынын редактору Улугбек Бабакуловдун айтымында, анын социалдык тармактагы улутчулдук боюнча макаласынан кийин коркутуп-үркүтүүлөр көбөйдү.
«Кыргызстандын бийлиги көз-карандысыз журналист Улукбек Бабакуловдун өмүрү үчүн жоопту. Анын оюн билдирүү жана жарыялоо укугу сакталышы керек» — дейт CPJ программасынын Европа жана Борбордук Азия боюнча координатору Нина Огнянова.
Комитет журналистке карата айтылган коркутуулар боюнча иликтөө жүргүзүп, парламент депутаттарынын Улукбек Бабакуловду жарандыктан ажыратуу сунушунан баш тартууну суранат.
«Фергана» агентигинин башкы редактору Даниил Кислов Бабакулдовдун коопсуздугуна коркуп жаткандыгын маалымдады.
«Өкмөттүк жана өкмөт көзөмөлдөгөн ЖМКлар тарабынан Улукбек Бабакуловго асылуулар күчөдү. Ага социалдык тармактан дагы коркутуулар болуп жатат» — дейт Даниил Кислов.","society,politics","Бийлик журналист Улукбек Бабакуловдун коопсуздугун камсыз кылыш керек . Бул тууралуу Журналисттерди коргоо комитети ( Committee to Protect Journalists ) билдирди . Эскерте кетсек , « Фергана » сайтынын редактору Улугбек Бабакуловдун айтымында , анын социалдык тармактагы улутчулдук боюнча макаласынан кийин коркутуп - үркүтүүлөр көбөйдү . « Кыргызстандын бийлиги көз - карандысыз журналист Улукбек Бабакуловдун өмүрү үчүн жоопту . Анын оюн билдирүү жана жарыялоо укугу сакталышы керек » — дейт CPJ программасынын Европа жана Борбордук Азия боюнча координатору Нина Огнянова . Комитет журналистке карата айтылган коркутуулар боюнча иликтөө жүргүзүп , парламент депутаттарынын Улукбек Бабакуловду жарандыктан ажыратуу сунушунан баш тартууну суранат . « Фергана » агентигинин башкы редактору Даниил Кислов Бабакулдовдун коопсуздугуна коркуп жаткандыгын маалымдады . « Өкмөттүк жана өкмөт көзөмөлдөгөн ЖМКлар тарабынан Улукбек Бабакуловго асылуулар күчөдү . Ага социалдык тармактан дагы коркутуулар болуп жатат » — дейт Даниил Кислов ."
11756,"Өзбекстандын президенти Шавкат Мирзиёев Ташкент облусундагы иш сапары учурунда Шоввозсой эс алуу аймагы тууралуу журналисттердин суроолоруна жооп берди.
Мирзиёев ал мамлекеттик темир жол ишканасына таандык экенин, ал жерде эч ким жашабай турганын жана эч кимге берилбегенин билдирди.
«Ал мамлекеттик жер. Ага президенттин кандай тиешеси бар? Президент ал жакка Өзбекстанга пайда алып келе турган мартабалуу конок келсе гана барышы мүмкүн. Анан, президент беш жылда канча жолу эс алыптыр? Эмне үчүн ушундай суроо бербейсиңер?».
«Оздолик» 23-февралда жарыяланган иликтөөдө Ташкенттен 100 чакырым алыстыктагы Угам-Чаткал улуттук паркынын аймагында жайгашкан ажайып ак сарай Мирзиеёв үчүн курулаганы ашкере кылган. Бул жайдын курулушун мамлекеттик «Өзбекстан темир жолдору» ишканасы көзөмөлдөгөн.
Өзбекстандын мамлекеттик «Өзбекстан темир жолдору» ишканасы президент Шавкат Мирзиёев үчүн курулган хансарай боюнча иликтөөдө айтылган маалыматтарды «негизсиз жана жалган» деп төгүндөгөн.
Бул компания 24-февралда расмий сайтына жарыялаган маалыматта Шоввозсой (Шаваз-Сай) тоо дарыясынын жээгиндеги жер тилкеси 2010-жылы ишканага «экосистеманы сактоо» максатында берилгени айтылат. Акыркы 10 жылда мамлекеттик бюджеттен тышкары 43 миллион долларга аталган аймакта эс алуу жайлары курулганы көрсөтүлгөн.","foreign affairs,law and crime,politics","Өзбекстандын президенти Шавкат Мирзиёев Ташкент облусундагы иш сапары учурунда Шоввозсой эс алуу аймагы тууралуу журналисттердин суроолоруна жооп берди . Мирзиёев ал мамлекеттик темир жол ишканасына таандык экенин , ал жерде эч ким жашабай турганын жана эч кимге берилбегенин билдирди . « Ал мамлекеттик жер . Ага президенттин кандай тиешеси бар \? Президент ал жакка Өзбекстанга пайда алып келе турган мартабалуу конок келсе гана барышы мүмкүн . Анан , президент беш жылда канча жолу эс алыптыр \? Эмне үчүн ушундай суроо бербейсиңер \? » . « Оздолик » 23- февралда жарыяланган иликтөөдө Ташкенттен 100 чакырым алыстыктагы Угам - Чаткал улуттук паркынын аймагында жайгашкан ажайып ак сарай Мирзиеёв үчүн курулаганы ашкере кылган . Бул жайдын курулушун мамлекеттик « Өзбекстан темир жолдору » ишканасы көзөмөлдөгөн . Өзбекстандын мамлекеттик « Өзбекстан темир жолдору » ишканасы президент Шавкат Мирзиёев үчүн курулган хансарай боюнча иликтөөдө айтылган маалыматтарды « негизсиз жана жалган » деп төгүндөгөн . Бул компания 24- февралда расмий сайтына жарыялаган маалыматта Шоввозсой ( Шаваз - Сай ) тоо дарыясынын жээгиндеги жер тилкеси 2010- жылы ишканага « экосистеманы сактоо » максатында берилгени айтылат . Акыркы 10 жылда мамлекеттик бюджеттен тышкары 43 миллион долларга аталган аймакта эс алуу жайлары курулганы көрсөтүлгөн ."
4730,"Мурунку президент Алмазбек Атамбаевдин тарапташы Фарид Ниязов кайрадан Атамбаевдин үйүн басып алууга аракеттер болгонун айтты.
«Октун үнү жаңырып, гранаталардын жарылган үнү угулду», -деди ал.
Фарид Ниязов жабырлануучулар тууралуу эч нерсе айткан жок.
Эске салсак, кечээ кечке жуук мурунку президент Алмазбек Атамбаевди кармоо иш-чарасында Атамбаевдин тарапташтары менен күч органдары ортосунда кагылышуу болгон. Анда желим ок тийип ооруканага кайрылгандардын арасында мурунку депутаттар, 24.kg агенттигинин журналисти бар экени кабарланган. Ошондой эле күч органдарынан дагы таш тийип жаракат алгандар аныкталган.
Айрым маалыматтарга таянсак, каза болгон күч органдарынын кызматкерине аскердик ок жаңылган. Аны снайпер атышы мүмкүн деген божомолдор айтылууда.
Алмазбек Атамбаевдин 2013-жылы мыйзамдагы ууру Азиз Батукаевдин абактан бошоп кетишине тиешеси бар экени айтылып, милицияга үч жолу суракка чакырылган. Бирок, ал келүүдөн баш тарткан.
27-июнда парламент аны кол тийбестиктен ажыраткан.",politics,"Мурунку президент Алмазбек Атамбаевдин тарапташы Фарид Ниязов кайрадан Атамбаевдин үйүн басып алууга аракеттер болгонун айтты . « Октун үнү жаңырып , гранаталардын жарылган үнү угулду » , - деди ал . Фарид Ниязов жабырлануучулар тууралуу эч нерсе айткан жок . Эске салсак , кечээ кечке жуук мурунку президент Алмазбек Атамбаевди кармоо иш - чарасында Атамбаевдин тарапташтары менен күч органдары ортосунда кагылышуу болгон . Анда желим ок тийип ооруканага кайрылгандардын арасында мурунку депутаттар , 24 . kg агенттигинин журналисти бар экени кабарланган . Ошондой эле күч органдарынан дагы таш тийип жаракат алгандар аныкталган . Айрым маалыматтарга таянсак , каза болгон күч органдарынын кызматкерине аскердик ок жаңылган . Аны снайпер атышы мүмкүн деген божомолдор айтылууда . Алмазбек Атамбаевдин 2013- жылы мыйзамдагы ууру Азиз Батукаевдин абактан бошоп кетишине тиешеси бар экени айтылып , милицияга үч жолу суракка чакырылган . Бирок , ал келүүдөн баш тарткан . 27-июнда парламент аны кол тийбестиктен ажыраткан ."
1435,"Баткен облусуна караштуу Исфана шаарында алгачкы ирет канды жасалма айлантуу ыкмасы менен жүрөк кемтигине операция жасалды. Бул тууралуу Саламаттык сактоо министрлигинен билдиришти.
Маалым болгондой, операцияны Жүрөк хирургиясы жана органдарды трансплантациялоо боюнча илимий-изилдөө борборунун кызматкерлери жасашты. Ошондой эле аталган борбордун кызматкерлери 120 кишини текшерүүдөн өткөрүштү.
Маалыматта жакынкы арада өлкөнүн башка аймактарында дагы жүрөккө операция жасоо пландалып жатканы айтылат.  ",health,"Баткен облусуна караштуу Исфана шаарында алгачкы ирет канды жасалма айлантуу ыкмасы менен жүрөк кемтигине операция жасалды . Бул тууралуу Саламаттык сактоо министрлигинен билдиришти . Маалым болгондой , операцияны Жүрөк хирургиясы жана органдарды трансплантациялоо боюнча илимий - изилдөө борборунун кызматкерлери жасашты . Ошондой эле аталган борбордун кызматкерлери 120 кишини текшерүүдөн өткөрүштү . Маалыматта жакынкы арада өлкөнүн башка аймактарында дагы жүрөккө операция жасоо пландалып жатканы айтылат ."
18999,"Баткен областынын аймагында «Таза жашоо» ураанын астында Көрктөндүрүүнүн жана санитардык жактан тазалоонун үч айлыгын өткөрүү боюнча 17-мартта облус боюнча ишембилик болуп өттү. Бул тууралуу өкмөттүн облустагы өкүлчүлүгү маалымдайт.
Ишембиликке 683 ишканадан жалпы 27 544 адам катышты. Жыйынтыгында парктар, скверлер жана бакчалар ондоп түзөө сырдоо иштери 10 обьектте аткарылды.
«Бүгүнкү күнгө көчөлөрдү жарыктандыруу боюнча 19 км 200 метрге жарыктар орнотулуп, 201345 даана дарактар отургузулду. Бүгүнкү күнгө карата 48 км 101 метр жолдо жана тротуарларда ондоп түзөө, тазалоо иштери аткарылды» — деп айтылат маалыматта.
Ишембиликте област боюнча 948 тонна 750 кг таштанды топтолгон. Андан тышкары, жалгыз бой карыяларга жана мүмкүнчүлүгү чектелген жарандардын үйлөрүн актоо сырдоо калыбына келтирүү иштерин көмөк жергиликтүү бийлик элет тургундары менен көмөктөшүүдө.
Бул иштерге област боюнча 10 күн аралыгында 6 млн 123 миң 175 сом жумшалган.",religion,"Баткен областынын аймагында « Таза жашоо » ураанын астында Көрктөндүрүүнүн жана санитардык жактан тазалоонун үч айлыгын өткөрүү боюнча 17-мартта облус боюнча ишембилик болуп өттү . Бул тууралуу өкмөттүн облустагы өкүлчүлүгү маалымдайт . Ишембиликке 683 ишканадан жалпы 27 544 адам катышты . Жыйынтыгында парктар , скверлер жана бакчалар ондоп түзөө сырдоо иштери 10 обьектте аткарылды . « Бүгүнкү күнгө көчөлөрдү жарыктандыруу боюнча 19 км 200 метрге жарыктар орнотулуп , 201345 даана дарактар отургузулду . Бүгүнкү күнгө карата 48 км 101 метр жолдо жана тротуарларда ондоп түзөө , тазалоо иштери аткарылды » — деп айтылат маалыматта . Ишембиликте област боюнча 948 тонна 750 кг таштанды топтолгон . Андан тышкары , жалгыз бой карыяларга жана мүмкүнчүлүгү чектелген жарандардын үйлөрүн актоо сырдоо калыбына келтирүү иштерин көмөк жергиликтүү бийлик элет тургундары менен көмөктөшүүдө . Бул иштерге област боюнча 10 күн аралыгында 6 млн 123 миң 175 сом жумшалган ."
22274,"Кырчын жайлоосунда медициналык жардам сурап кайрылгандардын саны 250 кишиге жетти. Бул тууралуу Саламаттык сактоо министрлигинен билдиришти. 
Маалым болгондой, кайрылгандардын басымдуу бөлүгү гипертониялык кризис, ар кандай жаракаттар, аллергия, зат алмашуунун бузулушу сыяктуу оорулар менен жабыркагандар. 
Аталган аймакта күнү-түнү 3 медициналык топ нөөмөттө турушат. Мобилдик клиника менен көчмө лаборатория дагы иштеп жатат.","sports,health","Кырчын жайлоосунда медициналык жардам сурап кайрылгандардын саны 250 кишиге жетти . Бул тууралуу Саламаттык сактоо министрлигинен билдиришти . Маалым болгондой , кайрылгандардын басымдуу бөлүгү гипертониялык кризис , ар кандай жаракаттар , аллергия , зат алмашуунун бузулушу сыяктуу оорулар менен жабыркагандар . Аталган аймакта күнү - түнү 3 медициналык топ нөөмөттө турушат . Мобилдик клиника менен көчмө лаборатория дагы иштеп жатат ."
467,"Муфтий Максатбек Токтомушев Талас шаарындагы «Чет тилдер» кыздар медресесинин студенттери жана мугалимдери менен жолукту. Бул тууралуу Муфтияттын басма сөз кызматы билдирди.
Маалыматка таянсак, окуу жайда бүгүнкү күндө 8 мугалим, 61 студент кыз билим алат. Ал эми келип-кетип окуган кыз-келиндердин жалпы саны 250дөн ашат. 
Медресе 2017-жылы кесиптик билим берүү долбоорунан тигүүчүлүк кесибин тандап, быйылкы жылы 45 студент тигүүчүлүк кесибин аяктады.
«Чет тилдер» кыздар медресесинде англис, орус, араб, япон, түрк, корей жана француз тилдери окутулууда.","education,religion","Муфтий Максатбек Токтомушев Талас шаарындагы « Чет тилдер » кыздар медресесинин студенттери жана мугалимдери менен жолукту . Бул тууралуу Муфтияттын басма сөз кызматы билдирди . Маалыматка таянсак , окуу жайда бүгүнкү күндө 8 мугалим , 61 студент кыз билим алат . Ал эми келип - кетип окуган кыз - келиндердин жалпы саны 250дөн ашат . Медресе 2017- жылы кесиптик билим берүү долбоорунан тигүүчүлүк кесибин тандап , быйылкы жылы 45 студент тигүүчүлүк кесибин аяктады . « Чет тилдер » кыздар медресесинде англис , орус , араб , япон , түрк , корей жана француз тилдери окутулууда ."
5083,"Республиканын мектептерине ЖОЖдун бюджеттик бөлүмүн аяктаган 1 миң 541 бүтүрүүчү бөлүштүрүлдү. Бул тууралуу өкмөттүк жыйында билим берүү министри Гүлмира Кудайбердиева билдирди.
Айтымында, педагогикалык кадрларды даярдап чыгарган ЖОЖдун комплектациясына көп көңүл бурулууда. «Бүтүрүүчүлөр багыттама алышты, эми кайсыл аймакта кандай мугалимдер жетишпей жатканын байкап турабыз», -деди министр.
Гүлмира Кудайбердиеванын айтымында, аймактардагы орус тилдүү мектептерде кадр маселеси курч турат. Бул маселе боюнча министрлик Орусия менен иш алып барууда. «Орусия тарап 17 педагогду жиберүү тууралуу маселе сүйлөшүлдү», -деди ал.",education,"Республиканын мектептерине ЖОЖдун бюджеттик бөлүмүн аяктаган 1 миң 541 бүтүрүүчү бөлүштүрүлдү . Бул тууралуу өкмөттүк жыйында билим берүү министри Гүлмира Кудайбердиева билдирди . Айтымында , педагогикалык кадрларды даярдап чыгарган ЖОЖдун комплектациясына көп көңүл бурулууда . « Бүтүрүүчүлөр багыттама алышты , эми кайсыл аймакта кандай мугалимдер жетишпей жатканын байкап турабыз » , - деди министр . Гүлмира Кудайбердиеванын айтымында , аймактардагы орус тилдүү мектептерде кадр маселеси курч турат . Бул маселе боюнча министрлик Орусия менен иш алып барууда . « Орусия тарап 17 педагогду жиберүү тууралуу маселе сүйлөшүлдү » , - деди ал ."
18248,"Жалал-Абад мамлекеттик университетинин профессордук-окутуучуларыжана кызматкерлери арасында өткөрүлгөн «Ден-соолук — 2018» аталышындагы кышкы спартакиадасынын жыйынтыгы чыгарылды. Бул тууралуу ЖАМУнун ректоратынан билдиришти.
Жеңүүчүлөр Ысык-Көл облусунда өтө турган «Ден соолук — 2018» спартакиадасына катышуучулар жолдомо алышты.
Спартакиадага окуу жайдын 360дан ашуун кызматкерлери катышып, спорттун алтытүрү боюнча 9 команданын ортосунда таймаш жүрдү: алар — кичи футбол, стол үстүндөгү тенис, тогуз коргоол, шахмат, аркан тартыш жана волейбол оюндары.
Биринчи орунду Жалал-Абад колледжи ээлеп, оң миң сом акчалай сыйлыкка ээ болду. Ошондой эле экинчи орунду Медициналык колледж багындырып, тогуз миң сом ыйгарылды. Ал эми үчүнчү орунду ректорат багындырып, сегиз миң сом алды.",education,"Жалал - Абад мамлекеттик университетинин профессордук - окутуучуларыжана кызматкерлери арасында өткөрүлгөн « Ден - соолук — 2018 » аталышындагы кышкы спартакиадасынын жыйынтыгы чыгарылды . Бул тууралуу ЖАМУнун ректоратынан билдиришти . Жеңүүчүлөр Ысык-Көл облусунда өтө турган « Ден соолук — 2018 » спартакиадасына катышуучулар жолдомо алышты . Спартакиадага окуу жайдын 360дан ашуун кызматкерлери катышып , спорттун алтытүрү боюнча 9 команданын ортосунда таймаш жүрдү : алар — кичи футбол , стол үстүндөгү тенис , тогуз коргоол , шахмат , аркан тартыш жана волейбол оюндары . Биринчи орунду Жалал - Абад колледжи ээлеп , оң миң сом акчалай сыйлыкка ээ болду . Ошондой эле экинчи орунду Медициналык колледж багындырып , тогуз миң сом ыйгарылды . Ал эми үчүнчү орунду ректорат багындырып , сегиз миң сом алды ."
